frame,team,players,centroid_x_m,centroid_y_m,width_m,depth_m,spread_m
219,1,8,63.301249999999996,23.54875,96.62,53.07,41.229760451341456
220,1,8,63.2325,23.529999999999998,96.49,53.07,41.167446407932566
221,1,8,62.6775,23.36625,94.96,53.1,40.77536900124265
222,1,8,62.3775,23.3275,95.25999999999999,53.0,40.652505304101496
223,1,8,61.9675,23.392500000000002,94.94,53.120000000000005,40.531656300970475
224,1,8,61.230000000000004,23.39125,93.96000000000001,53.09,40.36237494173875
225,1,8,60.42125,23.333750000000002,92.44000000000001,52.87,40.0666305592946
226,1,8,60.115,23.313750000000002,91.88,52.76,39.96478948321259
227,1,7,62.67857142857143,20.185714285714287,90.55,52.620000000000005,40.59645033241006
228,1,7,61.887142857142855,20.24857142857143,88.7,52.589999999999996,40.29182233330698
229,1,7,61.04142857142857,20.16142857142857,86.71,52.43,39.89578776804204
230,1,8,65.70625,23.5,94.21,52.43,40.74293249678403
231,1,8,65.1575,23.47625,94.17,52.53,40.60357517740895
232,1,8,64.94874999999999,23.485,94.07000000000001,52.58,40.55440094413306
233,1,8,64.62249999999999,23.4875,94.44999999999999,52.49,40.549884555939244
234,1,8,64.26249999999999,23.4475,93.64,52.38,40.349076972094416
235,1,8,63.99375,23.435,93.34,52.230000000000004,40.255230696612585
236,1,9,68.52888888888889,27.214444444444446,96.23,59.06,41.589152580278416
237,1,9,68.5,27.194444444444443,96.22,59.050000000000004,41.57771227502412
238,1,9,68.4,27.167777777777776,96.21000000000001,59.050000000000004,41.54125547179382
239,1,9,68.25444444444445,27.125555555555554,96.22,58.84,41.522964789839754
240,1,9,68.18444444444445,27.10333333333333,96.33,58.57,41.52194951297476
241,1,9,68.07333333333332,27.03,96.28999999999999,58.27,41.45750407880875
242,1,9,68.06777777777778,26.962222222222223,96.41999999999999,57.93,41.4534825116742
243,1,9,68.07666666666665,26.93777777777778,96.47999999999999,57.81,41.45261733534587
244,1,9,68.01777777777778,26.883333333333333,96.55000000000001,57.63,41.42436770194776
245,1,9,67.99444444444444,26.89222222222222,96.61,57.440000000000005,41.37325354189558
246,1,9,67.80666666666667,27.263333333333332,96.42,60.96,41.60422734931311
247,1,9,67.6588888888889,27.375555555555554,96.42,62.21,41.6841583433098
248,1,8,62.69625,23.13,94.15,51.900000000000006,39.76433576004382
249,1,9,67.20444444444445,27.452222222222222,96.32,62.970000000000006,41.66231921023251
250,1,9,66.85666666666665,27.48,96.22999999999999,63.13,41.61906667755911
251,1,9,66.6288888888889,27.53,95.64,63.28,41.36784270271467
252,1,9,66.05888888888889,27.558888888888887,94.9,63.38,41.35953440767622
253,1,9,65.50222222222222,27.58666666666667,94.03,63.46,41.25878405537898
254,1,8,65.0025,25.621250000000003,92.63,63.38,43.1510246655569
255,1,9,68.90444444444444,29.29444444444444,95.28999999999999,63.39,43.68867517185208
256,1,9,68.47777777777777,29.336666666666662,95.06,63.51,43.60458736768613
257,1,9,67.84777777777778,29.342222222222226,94.39,63.220000000000006,43.39631462989444
258,1,9,67.14888888888889,29.421111111111113,93.49,63.440000000000005,43.24163731325242
259,1,9,66.46222222222222,29.43333333333333,92.71000000000001,63.230000000000004,43.0615739449603
260,1,9,65.69111111111111,29.453333333333333,91.7,63.14,42.877593072073445
261,1,9,64.75333333333333,29.400000000000002,90.27,63.09,42.612971942564364
262,1,8,60.51625,33.21875,89.3,63.04,42.19707554292122
263,1,9,63.25666666666666,29.44888888888889,88.05999999999999,63.06,42.28606821912033
264,1,10,61.8,30.755000000000003,86.7,63.04,40.1517228148432
265,1,9,61.26777777777777,29.41111111111111,85.13999999999999,63.019999999999996,41.816766499740595
266,1,9,60.25111111111111,29.348888888888887,83.81,63.0,41.57380422250127
267,1,9,59.26555555555555,29.332222222222224,83.66,62.940000000000005,41.42457346092719
268,1,9,58.92555555555556,29.332222222222224,83.66,62.93,41.382819540075076
269,1,4,51.81,-0.9275,83.61,0.2300000000000001,33.40686035457388
270,1,8,62.553749999999994,7.402500000000001,91.58,33.440000000000005,33.75083468875251
271,1,8,62.655,7.4675,91.53999999999999,33.85,33.727205543151655
272,1,7,58.424285714285716,8.73,91.74,33.970000000000006,33.747783358802295
273,1,7,60.92857142857143,7.395714285714285,91.55,34.15,35.66198587760774
274,1,8,62.99375,7.62875,91.31,34.09,33.7336295019525
275,1,8,63.10874999999999,7.6587499999999995,90.82000000000001,34.11,33.68121059099568
276,1,7,61.03857142857142,7.575714285714286,90.39999999999999,34.15,35.411300571473866
277,1,8,62.8925,7.747499999999999,90.17,34.05,33.34456908553476
278,1,6,69.31500000000001,9.03,69.92999999999999,34.01,30.20436378516632
279,1,8,62.255,7.762499999999999,89.64,33.94,32.80795054175131
280,1,8,61.868750000000006,7.776250000000001,88.94999999999999,34.01,32.49531249849738
281,1,8,61.69875,7.79125,88.5,34.02,32.321843958459425
282,1,8,61.60875000000001,7.828750000000001,87.83,34.1,32.160903623421405
283,1,7,56.98857142857144,9.098571428571427,87.48,34.12,31.553970932873934
284,1,7,57.12714285714286,9.095714285714285,87.59,34.13,31.551879985386684
285,1,7,65.28714285714285,7.715714285714285,87.83,34.08,32.70637970594403
286,1,8,61.661249999999995,7.83,87.74000000000001,33.63,31.908607552469284
287,1,5,58.35799999999999,4.514,87.19,17.04,33.59769754015891
288,1,7,56.17,9.211428571428572,86.59,33.73,30.94261944243221
289,1,7,56.02571428571428,9.307142857142855,86.03,33.82,30.840883149958398
290,1,7,55.65571428571428,9.347142857142858,85.39,33.769999999999996,30.63848120602986
291,1,7,55.715714285714284,9.382857142857144,85.2,33.8,30.579079016042776
292,1,8,60.3125,8.122499999999999,85.63,33.9,31.475184868400692
293,1,7,63.01285714285713,8.028571428571428,85.82,33.98,32.78533476282047
294,1,6,57.98333333333333,9.521666666666668,85.78999999999999,33.86,32.679707303530805
295,1,6,58.01499999999999,9.5,85.69,33.71,32.81793399448946
296,1,7,63.46571428571428,7.998571428571429,86.48,33.650000000000006,33.21176611026979
297,1,6,59.56333333333333,7.760000000000001,85.45,33.72,34.20713749432355
298,1,6,59.38666666666666,7.755,84.71000000000001,33.53,34.078342299602674
299,1,7,57.79142857142857,8.06857142857143,84.41,34.64,31.84401798819761
300,1,7,57.64,8.208571428571428,83.85000000000001,35.6,31.869903145924564
301,1,7,57.521428571428565,8.214285714285714,84.16,35.67,31.948380815538897
302,1,7,57.51857142857143,8.201428571428574,84.41,35.660000000000004,31.988045917696393
303,1,7,57.33285714285713,8.198571428571428,84.28999999999999,35.46,31.994222310043565
304,1,7,56.97285714285715,8.285714285714286,83.79,35.56,32.023285532976324
305,1,7,56.557142857142864,8.328571428571427,83.57,35.4,32.023179168871295
306,1,8,60.57,8.512500000000001,83.55,35.61,32.17826896758121
307,1,7,61.40428571428572,8.46,83.53,35.339999999999996,33.85105689725543
308,1,8,59.4875,8.62375,83.52000000000001,35.75,31.981435508549332
309,1,8,59.46875,8.67,83.56,36.0,32.487393492514904
310,1,6,57.48833333333334,4.169999999999999,83.55999999999999,20.900000000000002,31.08319075034322
311,1,7,62.87857142857143,4.925714285714286,83.82,20.94,31.62860110980669
312,1,7,62.89142857142857,4.935714285714285,83.99,20.96,31.584711620707655
313,1,7,62.98142857142857,4.928571428571429,84.19,20.98,31.600598935166158
314,1,7,62.92714285714286,4.938571428571429,84.4,20.97,31.53502186588163
315,1,7,62.98142857142857,4.965714285714285,84.63000000000001,21.0,31.55767024069439
316,1,7,62.93714285714285,4.97,84.89,21.02,31.48195706127818
317,1,6,64.24,4.281666666666666,85.03,20.970000000000002,33.59149764283946
318,1,7,62.81142857142857,4.990000000000001,85.22999999999999,20.96,31.34647778280289
319,1,6,64.17833333333333,4.306666666666667,85.57,20.95,33.58403295383752
320,1,5,52.17999999999999,1.138,85.81,10.48,30.790277296575294
321,1,6,57.52166666666667,4.276666666666666,86.82000000000001,21.18,31.39554696839099
322,1,5,58.70399999999999,5.359999999999999,86.72,21.11,34.12872549627367
323,1,5,58.83599999999999,5.386,87.16,21.26,34.28466841023842
324,1,5,52.224000000000004,1.202,86.13,10.84,30.902143614966256
325,1,7,62.29571428571429,3.588571428571428,85.73,21.11,31.459297642561335
326,1,5,51.69200000000001,-0.942,83.48,0.22000000000000008,29.856005627009118
327,1,7,62.23571428571428,3.5157142857142856,85.50999999999999,20.84,31.380464220496766
328,1,6,57.166666666666664,4.288333333333333,85.84,20.83,31.056675655610306
329,1,7,62.374285714285705,3.5342857142857147,86.09,20.840000000000003,31.512273669742314
330,1,7,62.27428571428572,3.507142857142857,85.66,20.78,31.41478795154945
331,1,8,56.25875,7.1325,85.78,33.68,34.775585612430746
332,1,7,62.247142857142855,3.542857142857143,85.66999999999999,20.92,31.41396205900965
333,1,7,62.43428571428571,3.575714285714286,86.22,20.990000000000002,31.574481882090307
334,1,5,58.624,5.409999999999999,86.46000000000001,21.02,34.06009958881506
335,1,7,51.51,8.355714285714287,86.53,33.78,33.889462271644625
336,1,5,58.678,5.284000000000001,86.57000000000001,20.740000000000002,34.068377126009395
337,1,6,57.333333333333336,4.266666666666667,86.25,20.810000000000002,31.219190857191958
338,1,6,57.291666666666664,4.278333333333333,86.08000000000001,20.830000000000002,31.17963642792805
339,1,8,56.78125,7.09,86.41,33.37,34.588428859049095
340,1,7,62.56714285714286,3.4814285714285704,86.5,20.759999999999998,31.64121324333509
341,1,7,51.769999999999996,8.282857142857143,86.55000000000001,33.29,33.646394293885216
342,1,7,51.801428571428566,8.307142857142857,86.57,33.29,33.626284422779044
343,1,6,57.23666666666666,4.34,85.91999999999999,21.049999999999997,31.139678154334796
344,1,6,57.14833333333333,4.345,85.68,21.06,31.053633800607333
345,1,6,57.10166666666667,4.276666666666666,85.53,20.9,30.994610866693872
346,1,6,57.065,4.213333333333334,85.45,20.59,30.93437484776801
347,1,6,57.18,4.266666666666667,85.74000000000001,20.79,31.061957261075626
348,1,6,57.24166666666667,4.271666666666667,85.86,20.85,31.130688949081172
349,1,7,62.27571428571429,3.5028571428571422,85.6,20.869999999999997,31.420891853955375
350,1,6,57.05166666666668,4.316666666666666,85.49,21.009999999999998,30.961631138843085
351,1,6,57.05000000000001,4.336666666666667,85.36,21.04,30.953896182692237
352,1,4,51.83500000000001,-0.9225,83.36,0.20000000000000007,33.34342354573088
353,1,4,51.855000000000004,-0.9125000000000001,83.33000000000001,0.20000000000000007,33.332433810779555
354,1,5,54.65599999999999,8.206,83.33,45.72,35.388331523257776
355,1,6,55.096666666666664,15.401666666666666,83.32,52.510000000000005,36.090461843970786
356,1,6,54.66,15.38,83.33,52.65,36.0420583023038
357,1,5,51.988,9.622,83.35,52.809999999999995,36.50963752216666
358,1,5,51.448,9.548,83.39,52.43,36.439630514043365
359,1,5,50.804,9.620000000000001,83.37,52.86,36.586326735544255
360,1,7,44.87714285714286,19.101428571428574,89.48,53.2,38.42232429306734
361,1,9,41.29888888888889,23.723333333333336,89.96000000000001,53.32,35.667164309439336
362,1,10,41.727999999999994,27.331,91.42999999999999,60.58,35.87505909402798
363,1,10,40.678999999999995,27.380000000000003,92.53999999999999,60.82,36.08146434112673
