frame,team,players,centroid_x_m,centroid_y_m,width_m,depth_m,spread_m
364,1,10,42.39999999999999,27.306,83.53999999999999,61.07,34.10084374322723
365,1,7,45.31428571428571,21.655714285714286,83.51,61.28,37.64323718973235
366,1,6,48.29,13.834999999999999,83.54,45.7,35.41365496998768
367,1,6,48.199999999999996,13.853333333333333,83.54,45.760000000000005,35.4432267467597
368,1,7,45.09428571428571,20.109999999999996,83.53999999999999,62.03,37.834104742053206
369,1,7,42.64428571428572,17.412857142857142,83.53,45.85,36.15740729146403
370,1,8,41.81125,24.55375,83.53,62.67,37.97792989849499
371,1,9,39.444444444444436,26.655555555555555,83.56,63.220000000000006,36.87506571661857
372,1,7,44.935714285714276,22.768571428571427,83.5,63.660000000000004,39.00917631448649
373,1,7,44.755714285714284,22.817142857142862,83.47999999999999,63.82,39.121359007737
374,1,8,40.06625,25.011249999999997,83.5,64.16,38.89247625666177
375,1,9,37.67444444444445,26.96888888888889,83.46,64.1,37.59927232025037
376,1,9,37.13333333333333,27.15777777777778,84.39999999999999,64.67,37.923188092006825
377,1,10,34.702999999999996,28.554000000000002,85.27000000000001,64.78,36.88563358544896
378,1,9,37.20777777777778,27.383333333333333,83.52000000000001,65.1,37.788462606632194
379,1,9,37.05,27.434444444444445,83.53,65.21,37.89905982742143
380,1,8,39.5175,25.96375,83.56,65.60000000000001,39.27252146460041
381,1,8,39.18875,26.1225,83.58000000000001,66.5,39.57278268819998
382,1,11,39.67363636363637,30.333636363636366,96.33000000000001,66.64999999999999,41.42325467776734
383,1,12,36.45083333333333,31.90166666666667,96.26,67.36999999999999,41.09051477970446
384,1,11,37.97636363636363,31.236363636363638,96.75,67.75999999999999,42.34942879199511
385,1,11,37.849999999999994,31.29090909090909,96.98,67.89,42.37583733783493
386,1,11,37.515454545454546,31.39,97.34,68.22,42.442108456672294
387,1,12,35.376666666666665,32.26416666666666,96.97999999999999,68.57,41.17540503578697
388,1,12,35.0475,32.391666666666666,96.07000000000001,68.89,41.23029427462557
389,1,10,36.938,29.29,87.81,69.19000000000001,42.8845703721047
390,1,11,37.552727272727275,31.09636363636363,86.72,69.57,41.45554735631372
391,1,11,37.44272727272727,31.145454545454548,86.39,69.69,41.491518838639664
392,1,11,37.265454545454546,31.173636363636366,86.58,69.89,41.499257525968
393,1,10,39.471,30.244000000000007,87.25,70.17,42.73606431341099
394,1,9,42.95111111111111,28.993333333333332,87.89,70.27,43.56678894255844
395,1,10,39.465,30.352999999999998,88.69999999999999,70.51,42.6756980727908
396,1,10,39.472,30.313,89.73,70.42,42.4921131152594
397,1,11,37.54636363636364,31.282727272727275,90.09,70.38000000000001,41.03860673774399
398,1,11,37.71272727272727,31.226363636363637,90.73,70.28,41.00359992258692
399,1,11,37.78909090909091,30.815454545454546,91.2,69.94000000000001,40.655611447237646
400,1,10,33.286,29.659000000000002,91.44,70.03,39.50699929126483
401,1,11,33.24636363636363,33.11545454545455,93.34,70.16000000000001,42.85479131722584
402,1,11,38.42818181818182,31.123636363636365,92.11,70.36,40.499158036345555
403,1,11,38.50909090909091,31.138181818181817,92.21,70.43,40.46525990901495
404,1,10,42.417,27.326,89.97999999999999,60.050000000000004,38.396523866100175
405,1,10,42.449000000000005,27.304000000000002,90.24000000000001,60.11000000000001,38.16026720294291
406,1,9,38.51111111111111,25.297777777777778,90.39,60.14,37.34543233180442
407,1,9,38.78,25.076666666666668,90.60000000000001,60.29,37.250980896853946
408,1,9,39.080000000000005,25.040000000000003,90.6,60.27,37.22223648424271
409,1,9,39.18111111111111,25.03111111111111,90.6,60.26,37.21633150733959
410,1,10,43.04600000000001,27.134000000000004,90.99,60.17,37.459803896977355
411,1,9,39.69111111111111,25.08777777777778,90.84,60.05,37.21801959691098
412,1,10,43.188,27.065999999999995,90.72000000000001,60.0,37.21569991280562
413,1,9,45.46777777777778,25.624444444444446,91.21,59.849999999999994,38.469744789867406
414,1,10,44.116,26.869999999999997,91.42,59.79,36.95443091159705
415,1,10,44.809000000000005,26.781,90.9,59.66,36.76790336693133
416,1,9,47.154444444444444,25.45,89.65,59.3,38.169483771175436
417,1,8,45.92125,22.8125,88.22,59.03,39.01430384727504
418,1,8,46.915000000000006,22.718749999999996,86.66,59.1,38.788269952880086
419,1,8,47.964999999999996,22.668750000000003,84.82000000000001,58.940000000000005,38.34892385631571
420,1,9,48.44666666666667,24.38888888888889,83.45,58.61,36.2816278712471
421,1,9,48.77777777777778,24.387777777777774,83.44,58.489999999999995,36.20952592759583
422,1,9,49.796666666666674,24.258888888888887,83.47999999999999,57.96,36.02120099313256
423,1,8,51.27875,22.3725,83.56,57.55,37.79854798385118
424,1,8,51.745,22.32125,83.58,57.4,37.80518133718578
425,1,7,53.85000000000001,19.759999999999998,83.57000000000001,57.19,39.26540243740574
426,1,10,56.958000000000006,25.988,83.58000000000001,57.12,35.67583512687545
427,1,10,57.794,25.933999999999997,83.56,56.99,35.68045498588828
428,1,11,54.23272727272727,29.479090909090914,86.07,66.63,38.86453385460241
429,1,10,52.928,28.214,84.59,66.12,39.739893306348975
430,1,11,49.66636363636363,29.524545454545454,84.60999999999999,65.65,40.057680828880116
431,1,11,49.92181818181819,29.488181818181815,84.33,65.52,39.985092594016415
432,1,11,50.81727272727273,29.400909090909092,84.57000000000001,65.39,39.86663780553052
433,1,11,51.64272727272728,29.208181818181814,85.66,65.11,39.71064338873279
434,1,11,52.51454545454545,29.084545454545456,86.9,64.52,39.78401043070461
435,1,10,49.641999999999996,27.500999999999998,88.16,64.05,39.773184999444034
436,1,12,56.2175,29.808333333333337,89.07000000000001,63.92,39.02208091972487
437,1,12,56.35666666666666,29.720000000000002,89.34,63.9,38.9610008712416
438,1,12,56.70416666666666,29.680000000000003,89.89999999999999,63.68,38.929131863411605
439,1,12,57.04750000000001,29.605833333333333,90.57000000000001,63.82,38.86178448110117
440,1,13,53.21769230769231,30.85846153846154,100.29,63.769999999999996,40.511564160980384
441,1,13,53.76999999999999,30.870000000000005,100.46000000000001,63.730000000000004,40.53057421445995
442,1,13,54.41615384615385,30.87769230769231,100.05,63.64,40.522349710197
443,1,12,53.89833333333333,30.345,99.28,62.830000000000005,41.87008604667007
444,1,12,54.13416666666668,30.311666666666667,99.05000000000001,62.53,41.86041931062219
446,1,5,42.666000000000004,25.368000000000002,70.91,70.53999999999999,43.546274237872524
447,1,4,34.9725,31.847499999999997,70.71000000000001,70.34,42.69301274798958
448,1,4,35.152499999999996,32.2625,70.13,70.35,42.70919265802153
449,1,5,42.994,25.72,69.37,70.44,43.22342309442879
450,1,4,35.2825,31.947499999999998,68.86,69.94999999999999,42.01165597188476
451,1,4,35.6275,31.869999999999997,69.36,70.03999999999999,42.0201043400656
452,1,4,36.6425,32.11,72.9,70.06,43.078228477387505
453,1,4,37.13,31.9375,74.2,70.2,43.281179729184835
454,1,4,36.6375,31.52,71.9,70.03,42.35359865170845
455,1,5,46.55,13.099999999999998,83.63,70.17,42.32671024306047
456,1,4,55.74999999999999,16.61,67.94999999999999,70.32000000000001,41.904978224549886
457,1,3,43.18333333333334,19.433333333333334,48.870000000000005,61.24,36.24424061527262
458,1,3,36.45333333333334,18.636666666666667,63.77,57.220000000000006,38.060514680936436
460,1,5,46.234,15.483999999999998,81.28,62.53,39.293516615339996
461,1,5,47.362,24.381999999999998,87.09,67.63,45.08459949916379
462,1,4,34.6575,12.755,63.57000000000001,54.93000000000001,33.45882310766474
463,1,4,34.7125,12.357499999999998,63.99,53.34,33.1157656940014
464,1,5,46.50599999999999,9.661999999999999,83.45,53.150000000000006,38.095584521043904
465,1,5,46.494,9.412,83.53999999999999,51.910000000000004,37.87476521379374
466,1,5,46.372,9.346,83.55,51.5,37.866568896587395
467,1,5,46.59,9.514,83.59,52.440000000000005,37.953505556140655
468,1,4,37.6325,26.450000000000003,75.99,55.940000000000005,39.7103817502426
469,1,3,22.136666666666667,17.276666666666667,20.2,54.54,27.170816043034932
470,1,4,35.1125,12.815,64.34,55.18,33.69339614449692
471,1,5,48.186,30.932,80.66,58.86,41.94456007636747
472,1,7,57.598571428571425,22.109999999999996,83.54,58.64,41.57795069112316
473,1,6,53.053333333333335,16.47666666666667,83.55,59.38,40.70308069148793
474,1,7,51.792857142857144,16.639999999999997,83.56,63.599999999999994,40.01886580611903
475,1,7,52.73428571428571,14.944285714285714,83.57,64.64,39.13574533933532
476,1,7,52.75428571428572,14.971428571428573,83.56,64.76,39.21149185988147
477,1,7,52.59285714285714,14.457142857142857,83.59,62.12,38.74486083103573
478,1,7,52.50285714285714,14.348571428571429,83.6,62.019999999999996,38.59640180966434
479,1,7,51.92857142857143,15.448571428571427,83.61,60.449999999999996,39.12821373643425
480,1,7,51.98857142857143,15.292857142857144,83.61,59.85,39.00388337547105
481,1,7,51.978571428571435,15.475714285714288,83.61,60.57,39.13632046567276
482,1,8,56.057500000000005,19.386249999999997,83.59,62.03,39.53880520687873
483,1,7,52.53857142857142,14.487142857142857,83.58,60.68,38.76810955369564
484,1,7,52.537142857142854,14.450000000000001,83.58,59.88,38.70356451442746
485,1,6,59.171666666666674,18.988333333333333,67.62,61.21,38.2032209956758
486,1,7,52.53857142857142,14.492857142857144,83.6,61.38,38.8188309027083
487,1,7,52.25714285714287,16.235714285714288,83.56,61.65,40.06210270903648
488,1,7,52.755714285714284,14.284285714285716,83.53999999999999,60.42,38.54022600359478
489,1,7,52.271428571428565,15.930000000000001,83.55,60.580000000000005,39.663268156019704
490,1,7,52.25571428571429,15.784285714285716,83.56,60.5,39.48977217106284
491,1,7,52.134285714285724,15.997142857142858,83.56,60.41,39.69057411362788
492,1,7,52.088571428571434,16.074285714285715,83.56,60.370000000000005,39.76523797263645
493,1,8,56.29625,20.25375,83.58,62.93,40.50107926802692
494,1,8,56.31125,20.330000000000002,83.56,62.43,40.4868566443173
495,1,8,56.318749999999994,20.355,83.56,62.75,40.48479203278065
496,1,8,56.2275,20.005,83.56,62.239999999999995,40.201825129588336
497,1,8,56.18375,19.8675,83.56,62.21,40.11934093660438
498,1,6,59.081666666666656,19.135,67.83,61.63,38.19288073566707
499,1,6,59.09166666666667,19.293333333333333,67.67,62.11000000000001,38.325268898092695
500,1,7,52.07999999999999,16.634285714285717,83.58,63.02,40.30713473076549
501,1,7,52.05142857142857,16.5,83.56,62.33,40.2133263016739
502,1,6,59.800000000000004,17.395,67.41,63.12,37.02240661635419
503,1,7,52.43,14.52,83.59,62.06,38.614346334712735
504,1,8,55.9475,20.002499999999998,83.6,63.49,39.92149655887164
505,1,7,52.61571428571428,14.265714285714287,83.59,61.32,38.469270004691765
506,1,4,51.8625,-0.9875,83.56,0.16000000000000003,33.4205309278593
507,1,11,49.652727272727276,18.50181818181818,92.42999999999999,48.68,37.58865058621501
508,1,12,51.64333333333334,19.080833333333334,92.07,48.39,36.52013709167101
509,1,13,51.722307692307695,20.647692307692303,91.96,48.4,35.52225896049975
510,1,13,51.642307692307696,20.6,92.39,48.24,35.51780705155485
511,1,13,51.60153846153847,20.513846153846153,92.91000000000001,47.97,35.502677338826885
512,1,14,53.944285714285705,21.13357142857143,93.42,47.51,35.33183617431989
513,1,14,53.89999999999999,21.12857142857143,93.63,47.370000000000005,35.31109231978426
514,1,13,51.51769230769231,20.41923076923077,93.75999999999999,47.18,35.40634593606602
515,1,12,55.63416666666666,20.22,89.22,47.05,33.66497993918243
516,1,13,57.541538461538465,20.490000000000002,93.87,47.04,33.83536903350008
517,1,14,61.04357142857143,20.02214285714286,104.05999999999999,47.04,34.97880435466074
518,1,12,55.1175,19.598333333333333,93.91999999999999,47.019999999999996,33.94329265071705
519,1,14,55.222142857142856,21.471428571428568,104.02000000000001,47.019999999999996,37.07031832221305
520,1,13,58.94692307692307,20.316153846153842,104.17,46.919999999999995,35.46543320844568
521,1,14,55.15428571428571,21.216428571428573,103.91,46.75,36.62610921215094
522,1,12,54.55083333333334,19.338333333333335,95.13,46.629999999999995,33.81753940676018
523,1,14,47.64857142857143,21.132142857142856,95.27000000000001,46.589999999999996,35.670172420528104
524,1,13,51.02153846153847,20.98769230769231,92.91,46.150000000000006,34.23724108223495
525,1,15,58.11866666666666,21.054666666666662,103.5,45.970000000000006,36.91691676062766
526,1,13,65.44923076923078,19.465384615384615,96.8,45.769999999999996,33.21941162747678
527,1,13,65.1376923076923,19.468461538461536,96.82,45.669999999999995,33.11505746287074
528,1,13,64.86846153846153,19.45076923076923,96.84,45.6,33.0474084420205
529,1,14,66.16642857142858,20.18,96.76,45.58,32.359880276827546
530,1,14,61.48214285714285,20.51571428571429,96.74,45.6,33.74667960235012
531,1,14,60.669999999999995,20.707857142857144,96.71000000000001,45.660000000000004,33.008722262580285
532,1,13,57.00307692307692,21.192307692307693,87.91,45.5,31.3574203065881
533,1,13,49.403076923076924,21.03153846153846,92.46,45.46,32.19326069722554
534,1,13,57.285384615384615,21.48076923076923,95.19,45.27,32.26182313435902
535,1,14,59.88642857142857,22.004285714285714,95.03,45.230000000000004,32.73256074863782
536,1,14,58.835,21.979285714285712,93.12,45.24,32.50479991242737
537,1,13,54.74692307692308,21.346923076923076,90.75999999999999,44.989999999999995,31.825891919154504
538,1,13,53.20769230769231,21.305384615384614,87.60000000000001,44.75,31.63445097923143
539,1,12,49.52916666666667,20.639166666666664,84.6,44.72,31.78075594776045
540,1,13,50.73076923076923,21.286153846153848,83.59,44.620000000000005,32.02953108521044
541,1,12,50.785,23.147499999999997,83.55,44.62,32.23086502743398
542,1,13,47.67615384615385,21.27076923076923,83.56,44.62,32.134723371360245
543,1,13,51.74076923076923,25.78538461538462,93.81,60.470000000000006,35.7484284919627
544,1,14,48.686428571428564,23.818571428571424,92.03999999999999,60.5,35.5778248480478
545,1,13,45.01615384615384,23.37076923076923,89.18,60.47,36.076773052008875
546,1,11,49.054545454545455,22.69818181818182,86.07000000000001,60.53,36.323619959224175
547,1,13,47.90384615384616,23.39153846153846,86.78,60.559999999999995,37.26674603132548
548,1,12,52.181666666666665,23.73,83.32,60.5,36.98038890937856
549,1,12,58.448333333333345,23.355833333333333,83.39,60.5,36.48776628124068
550,1,14,51.26928571428571,24.110714285714288,87.3,60.51,37.86283042181369
551,1,14,54.402857142857144,23.790714285714284,87.46,60.46,36.66430804179554
552,1,16,52.059375,24.646250000000002,87.78,60.45,35.47036339392191
553,1,16,51.75625,24.645625000000003,88.03999999999999,60.47,35.41475325407301
554,1,14,53.91571428571428,23.715,88.31,60.42,36.59060388059944
555,1,14,44.202857142857134,24.158571428571427,88.62,60.31,36.19901622296115
556,1,13,49.656153846153835,23.41307692307693,88.88,60.27,36.179125499291594
557,1,15,45.376,24.39266666666667,89.27,60.239999999999995,35.39091903613443
558,1,14,44.54785714285714,24.002857142857145,89.61,60.120000000000005,36.41722798879337
559,1,14,47.857857142857135,24.430714285714288,83.53,60.1,34.629391860271596
560,1,15,44.768666666666675,24.337333333333333,90.29,59.85,35.20677554739207
561,1,15,50.17333333333333,24.750666666666667,83.57,59.63,34.746417011126645
562,1,16,48.832499999999996,24.178125,90.74000000000001,59.22,34.94436573303878
563,1,15,51.20333333333333,25.820666666666664,90.93,58.92,33.81582610422391
564,1,15,50.95799999999999,25.794,91.1,59.25,33.76646107209539
565,1,4,51.875,-0.95,83.53,0.19000000000000006,33.36512213374919
566,1,4,51.875,-0.935,83.53,0.19000000000000006,33.351985698006054
567,1,4,51.87500000000001,-0.93,83.53,0.20000000000000007,33.348707995962904
568,1,4,51.87500000000001,-0.9275,83.53,0.20000000000000007,33.345427628836916
569,1,4,51.8725,-0.925,83.54,0.20000000000000007,33.348580085964684
570,1,4,51.875,-0.925,83.54,0.20000000000000007,33.35352380184139
571,1,5,44.20399999999999,4.684,83.54,28.19,35.37553685811708
572,1,4,51.88249999999999,-0.925,83.54,0.20000000000000007,33.355222136121355
573,1,4,51.88,-0.925,83.53,0.20000000000000007,33.34875072622662
574,1,4,51.877500000000005,-0.925,83.53,0.20000000000000007,33.34709048402875
575,1,4,51.877500000000005,-0.9249999999999999,83.52,0.18000000000000005,33.34562405698835
576,1,4,51.885,-0.9275,83.53,0.19000000000000006,33.3520688076467
577,1,5,51.238,12.325999999999999,83.53999999999999,66.42999999999999,39.92898746524885
578,1,4,51.86,-0.9275,83.49,0.21000000000000008,33.3296702466436
579,1,4,51.847500000000004,-0.9249999999999999,83.44,0.20000000000000007,33.31409827310354
580,1,5,48.748000000000005,11.612,83.44999999999999,62.84,39.43759972412115
581,1,5,49.596,11.604000000000001,83.5,62.81,39.21782768078824
582,1,4,51.875,-0.925,83.52,0.19000000000000006,33.34396422142994
583,1,4,51.88,-0.925,83.53,0.19000000000000006,33.34873723246504
584,1,4,51.885,-0.925,83.53999999999999,0.19000000000000006,33.353510310010854
585,1,4,51.885,-0.9299999999999999,83.53999999999999,0.18000000000000005,33.35678903911466
586,1,4,51.8825,-0.9325,83.53999999999999,0.18000000000000005,33.35512460627302
587,1,4,51.88,-0.9275,83.53999999999999,0.18000000000000005,33.35347011556669
588,1,4,51.88,-0.93,83.53,0.18000000000000005,33.35201493163494
589,1,4,51.88,-0.93,83.53,0.18000000000000005,33.35201493163494
590,1,4,51.87250000000001,-0.9325,83.53,0.19000000000000006,33.3470439094682
591,1,4,51.87,-0.93,83.53999999999999,0.19000000000000006,33.34684317892775
592,1,4,51.877500000000005,-0.9275,83.53999999999999,0.18000000000000005,33.35181010829847
593,1,4,51.900000000000006,-0.9225,83.55,0.2400000000000001,33.37811736377593
594,1,7,54.83142857142857,17.285714285714285,89.67999999999999,46.75,40.458436268671115
595,1,7,54.839999999999996,17.285714285714285,89.66,46.72,40.44469340333533
596,1,7,54.88285714285714,17.285714285714285,89.67,46.71,40.41071660248715
597,1,8,48.96875,20.19125,92.31,46.62,41.63987298101424
598,1,8,48.98125,20.185,92.31,46.6,41.62852941118027
599,1,8,49.14,20.18,90.81,46.57,41.46765576928602
600,1,8,54.19,19.973750000000003,89.62,46.519999999999996,38.49178157006376
601,1,8,54.22125,19.95375,89.62,46.41,38.47328825789394
602,1,9,49.37777777777778,22.214444444444446,89.58,46.29,39.27468930180208
603,1,9,49.425555555555555,22.212222222222223,89.57000000000001,46.269999999999996,39.221873967607216
604,1,9,49.43666666666667,22.211111111111116,89.57000000000001,46.26,39.20741864167048
605,1,8,54.25125,19.9375,89.59,46.29,38.42870255014473
606,1,8,54.20875,19.942500000000003,89.59,46.43,38.55309299767659
607,1,8,54.21625,19.9725,89.58,46.54,38.56134842283786
608,1,8,54.26625,19.99375,89.58,46.68,38.5472754792735
609,1,8,54.40125,19.9875,89.58,46.8,38.433982095113436
610,1,7,40.294285714285714,17.377142857142857,83.51,46.839999999999996,37.47587969859645
610,2,4,75.2825,28.845,48.10999999999999,40.37,25.36557990170932
611,1,6,45.34666666666667,13.521666666666667,83.51,46.86,36.840683165640556
611,2,4,75.25999999999999,28.862499999999997,48.12,40.37,25.398803490518997
612,1,6,45.48333333333334,13.523333333333333,83.51,46.879999999999995,36.742576272100344
612,2,4,75.265,28.865000000000002,48.12,40.379999999999995,25.39785817741331
613,1,6,45.61000000000001,13.525,83.51,46.879999999999995,36.65528372554222
613,2,4,75.47749999999999,28.837500000000002,48.10999999999999,40.39,25.325967651799605
614,1,7,47.64571428571429,17.19142857142857,83.51,46.87,35.297764512669026
614,2,4,75.6,28.8575,48.10999999999999,40.39,25.28412285901965
615,1,6,45.95000000000001,13.521666666666667,83.51,46.85,36.402021654786644
615,2,5,75.72,30.598000000000003,48.12,40.39,22.874001311532712
616,1,6,46.01666666666667,13.518333333333333,83.51,46.839999999999996,36.350613971583904
616,2,5,75.73800000000001,30.6,48.15,40.4,22.880079894965405
617,1,7,53.760000000000005,17.234285714285715,89.62,46.89,39.49485458607881
617,2,4,69.7875,28.3775,34.73,40.21,21.25891195475441
618,1,8,52.64375,19.6775,83.51,46.92,35.635267182771344
618,2,5,60.678,30.444,88.9,40.4,33.46001135684207
619,1,7,52.09142857142859,16.975714285714286,83.51,46.92,37.142049826391144
619,2,4,57.042500000000004,28.667500000000004,88.71,40.39,36.172333177443775
620,1,7,52.15857142857143,16.967142857142857,83.51,46.89,37.081018687986116
620,2,4,57.14,28.71,88.74,40.4,36.21393861484829
621,1,8,58.49875,19.7675,89.66999999999999,46.79,38.40194109270389
621,2,4,51.209999999999994,28.227500000000003,64.9,39.87,30.045566540672855
622,1,7,52.70857142857143,16.94142857142857,83.52,46.739999999999995,36.62939368366139
622,2,4,57.2,28.7025,88.7,40.4,36.212647220964115
623,1,7,52.73571428571429,16.937142857142856,83.53,46.72,36.60958952102522
623,2,5,60.848,30.477999999999998,88.67999999999999,40.4,33.38242819208932
624,1,7,52.76,16.931428571428572,83.53,46.68,36.60816826438424
624,2,5,60.826,30.502,88.67,40.4,33.374640672222974
625,1,10,58.924,19.541,90.26,46.53,35.41898915835967
626,1,9,55.862222222222215,17.448888888888888,90.3,46.51,35.511489290157044
627,1,10,58.847,19.599,90.5,46.64,35.586245236045905
628,1,9,55.84777777777778,17.567777777777778,90.47999999999999,46.62,35.61660085957282
629,1,9,55.632222222222225,17.62,89.77,46.59,35.596343063665586
630,1,9,55.52555555555555,17.60888888888889,89.57,46.58,35.57117202191046
631,1,9,57.760000000000005,17.395555555555557,89.48,46.48,36.689869661835395
632,1,9,55.39333333333334,17.546666666666667,89.3,46.51,35.5689693100289
633,1,9,55.547777777777775,17.58111111111111,89.63,46.59,35.63684461098037
634,1,10,58.548,19.514999999999997,89.33000000000001,46.5,35.42674443129089
635,1,10,58.513,19.496999999999996,89.31,46.49,35.37516363213039
636,1,10,58.532999999999994,19.569,89.3,46.58,35.37678490196643
637,1,10,58.538,19.594,89.31,46.629999999999995,35.38125435877027
638,1,9,55.75000000000001,17.645555555555557,89.89,46.66,35.590321440623626
639,1,10,58.946000000000005,19.627000000000002,90.12,46.68,35.556229060461405
640,1,10,58.952,19.543,90.2,46.59,35.50034023780617
641,1,10,58.973,19.512,90.26,46.519999999999996,35.51890112320481
642,1,10,58.799,19.532,89.93,46.580000000000005,35.48942581953109
643,1,10,58.737,19.547999999999995,89.8,46.6,35.48368325019261
644,1,10,58.851,19.516000000000002,89.92999999999999,46.519999999999996,35.471037100710774
645,1,10,58.894999999999996,19.503999999999998,89.97,46.489999999999995,35.46531867895733
646,1,10,58.95700000000001,19.566,90.09,46.61,35.529878764217585
647,1,10,58.94500000000001,19.619999999999997,90.07,46.669999999999995,35.55449767610281
648,1,10,58.549,19.619,89.36,46.699999999999996,35.42533384458077
649,1,9,55.4511111111111,17.64333333333333,89.28999999999999,46.669999999999995,35.56889541421907
650,1,10,59.361000000000004,23.435,89.22,46.550000000000004,35.01473709739943
651,1,8,58.60249999999999,19.707500000000003,89.55999999999999,46.6,38.23159050445063
652,1,9,59.51777777777777,21.793333333333333,89.65,46.61,36.542548344446
653,1,9,59.30777777777777,21.73222222222222,89.34,46.52,36.493109107688795
654,1,8,56.03625,19.814999999999998,89.16999999999999,46.55,36.85809508693443
655,1,8,54.35,19.6075,83.56,46.64,35.16270707368817
656,1,6,59.95833333333334,11.501666666666665,83.4,38.25,34.9100366816065
657,1,13,56.97846153846154,21.95846153846153,85.53999999999999,49.019999999999996,32.904767644337056
658,1,14,54.67071428571429,21.972857142857144,85.06,48.86,32.432649310941756
659,1,14,54.280714285714275,21.910714285714285,84.17,48.13,32.202912230455944
660,1,13,51.82,20.97846153846154,83.48,47.74,32.20645918162616
661,1,12,54.66416666666666,22.798333333333336,76.5,47.57,30.05097760241938
662,1,12,54.175000000000004,22.772499999999997,76.65,47.57,29.997228378913054
663,1,13,54.60076923076924,21.99769230769231,83.56,47.86000000000001,30.924167451111412
664,1,14,50.91857142857143,22.300714285714285,83.55,48.18,31.524437079244812
665,1,14,49.929285714285705,22.649999999999995,83.64,48.55,31.591714660715734
666,1,13,51.46769230769231,22.046923076923083,83.57,48.87,31.382733012931595
667,1,12,53.08583333333334,22.0275,83.5,49.199999999999996,31.323230618646104
668,1,15,45.606,23.176000000000002,83.55,49.35,31.42552287552269
669,1,13,43.01153846153845,25.38538461538462,71.67999999999999,49.79,29.278022595465554
670,1,14,45.78285714285715,23.774285714285714,85.3,50.14,31.90099352300962
671,1,14,45.165714285714294,24.046428571428574,85.46,50.45,31.959470163994666
672,1,13,47.38230769230769,24.33076923076923,83.50999999999999,50.89,31.412243721537973
673,1,13,46.26153846153846,24.48615384615384,85.28,51.449999999999996,32.0090413632474
674,1,16,43.78125,23.031875,85.17,51.660000000000004,30.482918801713776
675,1,14,46.46999999999999,24.043571428571425,84.74,51.96,31.071753044282808
676,1,14,41.87714285714285,24.227857142857143,84.97999999999999,52.44,31.3874173167581
677,1,14,41.262142857142855,24.50714285714286,85.61,52.82,31.54999447750526
678,1,13,41.53615384615385,24.05923076923077,85.97,53.25,32.59354631730738
679,1,14,40.005,24.950714285714287,86.47,53.68,31.87462026984696
680,1,16,42.364375,23.720625000000002,86.63,53.83,31.108759505463247
681,1,15,39.87466666666667,24.516000000000002,86.83,53.85,31.16776875056809
682,1,14,38.78857142857142,25.442857142857147,87.1,54.07,32.273067560985254
683,1,15,38.67933333333334,24.958666666666666,87.69,54.36,31.469887476407948
684,1,14,38.54071428571428,26.987857142857145,88.13,54.790000000000006,32.764256579139314
685,1,14,37.69857142857143,26.11214285714285,88.1,55.1,32.62505545385857
686,1,14,37.67285714285714,26.17785714285714,88.06,55.21,32.65056980626019
687,1,15,41.374,25.912,87.74000000000001,55.559999999999995,30.946371677468104
688,1,15,41.51533333333334,26.132000000000005,87.44,56.02,31.02088588175536
689,1,16,42.4375,25.57,87.3,56.52,30.45763440830558
690,1,17,45.029411764705884,25.901176470588236,87.24,57.03,31.293434822271884
691,1,15,42.12133333333333,26.86466666666667,87.08,57.480000000000004,31.573289709992384
692,1,15,42.34066666666667,25.771333333333327,86.82,57.79,31.782156069789295
693,1,15,42.462,25.824666666666662,86.7,57.9,31.825075242993886
694,1,15,42.72533333333333,25.839333333333332,86.53999999999999,58.11,31.930632592821862
695,1,16,40.960625,26.097500000000004,86.14999999999999,58.5,31.959036274727918
696,1,17,41.71470588235294,26.61764705882353,85.72,58.82,31.292866438940965
697,1,15,42.836666666666666,26.275333333333336,85.46,59.14,32.39539402102987
698,1,14,44.675000000000004,25.992857142857144,85.45,59.35,32.83529463823329
699,1,4,51.825,-0.9625000000000001,83.52000000000001,0.19000000000000006,33.35749831372251
700,1,4,51.825,-0.9474999999999999,83.51,0.19000000000000006,33.35277490329703
701,1,4,51.8275,-0.9400000000000001,83.51,0.20000000000000007,33.351162929499175
702,1,4,51.8275,-0.9375,83.51,0.20000000000000007,33.35116695859382
703,1,4,51.835,-0.915,83.46000000000001,0.20000000000000007,33.33892169821934
704,1,4,51.8425,-0.9075,83.44,0.20000000000000007,33.33437996273517
705,1,4,51.817499999999995,-0.9175,83.39999999999999,0.20000000000000007,33.33489444261073
706,1,4,51.832499999999996,-0.91,83.42,0.20000000000000007,33.3313166369107
707,1,5,44.242000000000004,9.742,83.41999999999999,53.39,39.592882087567205
708,1,5,44.218,9.588,83.41,52.63,39.4797719344983
709,1,5,50.392,12.963999999999999,83.37,69.49,40.80735276883322
710,1,5,49.80799999999999,13.014000000000001,83.39,69.76,40.99116441380996
711,1,5,44.30200000000001,9.616,83.41,52.78,39.46559564988219
712,1,6,44.028333333333336,19.388333333333335,83.42,69.27000000000001,42.136030438463365
713,1,6,44.073333333333345,19.348333333333333,83.42,69.43,42.14534497163095
714,1,7,48.76714285714286,24.287142857142857,83.4,69.4,42.57141510066901
715,1,6,43.905,19.26666666666667,83.37,70.0,42.147280424983805
716,1,6,43.85333333333333,19.34,83.39,69.83,42.15500392071569
717,1,7,48.857142857142854,24.099999999999998,83.37,69.67,42.53778445244239
